"REF_DATE","GEO","DGUID","Homicides","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1986","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","2","","","","0"
"1987","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","5","","","","0"
"1988","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","1","","","","0"
"1989","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","2","","","","0"
"1990","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","9","","","","0"
"1991","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","7","","","","0"
"1992","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","7","","","","0"
"1993","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","6","","","","0"
"1994","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","10","","","","0"
"1995","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","3","","","","0"
"1996","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","4","","","","0"
"1997","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","8","","","","0"
"1998","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","7","","","","0"
"1999","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","4","","","","0"
"2000","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","7","","","","0"
"2001","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","1","","","","0"
"2002","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","8","","","","0"
"2003","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","8","","","","0"
"2004","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","8","","","","0"
"2005","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","9","","","","0"
"2006","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","9","","","","0"
"2007","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","9","","","","0"
"2008","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","5","","","","0"
"2009","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","6","","","","0"
"2010","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","11","","","","0"
"2011","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","6","","","","0"
"2012","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","6","","","","0"
"2013","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","5","","","","0"
"2014","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","8","","","","0"
"2015","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","12","","","","0"
"2016","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","10","","","","0"
"2017","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","5","","","","0"
"2018","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","8","","","","0"
"2019","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","16","","","","0"
"2020","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","14","","","","0"
"2021","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","8","","","","0"
"2022","Saskatoon, Saskatchewan","2021A003547725","Number of homicide victims","Number","223","units","0","v1489172","19.1","16","","","","0"
"1981","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","9","","","","0"
"1982","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","8","","","","0"
"1983","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","10","","","","0"
"1984","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","8","","","","0"
"1985","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","6","","","","0"
"1986","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","8","","","","0"
"1987","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","9","","","","0"
"1988","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","7","","","","0"
"1989","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","3","","","","0"
"1990","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","9","","","","0"
"1991","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","4","","","","0"
"1992","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","4","","","","0"
"1993","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","4","","","","0"
"1994","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","3","","","","0"
"1995","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","3","","","","0"
"1996","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","8","","","","0"
"1997","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","3","","","","0"
"1998","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","10","","","","0"
"1999","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","2","","","","0"
"2000","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","7","","","","0"
"2001","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","7","","","","0"
"2002","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","4","","","","0"
"2003","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","10","","","","0"
"2004","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","10","","","","0"
"2005","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","8","","","","0"
"2006","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","11","","","","0"
"2007","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","5","","","","0"
"2008","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","8","","","","0"
"2009","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","4","","","","0"
"2010","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","8","","","","0"
"2011","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","7","","","","0"
"2012","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","7","","","","0"
"2013","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","10","","","","0"
"2014","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","5","","","","0"
"2015","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","9","","","","0"
"2016","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","9","","","","0"
"2017","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","9","","","","0"
"2018","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","8","","","","0"
"2019","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","8","","","","0"
"2020","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","12","","","","0"
"2021","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","15","","","","0"
"2022","Regina, Saskatchewan","2021A003547705","Number of homicide victims","Number","223","units","0","v1489174","20.1","8","","","","0"
"1981","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1982","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1983","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1984","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1985","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1986","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1987","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1988","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1989","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1990","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1991","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1992","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1993","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1994","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1995","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1996","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1997","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1998","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"1999","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"2000","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"2001","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"2002","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"2003","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"2004","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"2005","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","","..","","","0"
"2006","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","4","","","","0"
"2007","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","3","","","","0"
"2008","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","0","","","","0"
"2009","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","1","","","","0"
"2010","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","2","","","","0"
"2011","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","2","","","","0"
"2012","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","2","","","","0"
"2013","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","3","","","","0"
"2014","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","1","","","","0"
"2015","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","3","","","","0"
"2016","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","2","","","","0"
"2017","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","5","","","","0"
"2018","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","0","","","","0"
"2019","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","3","","","","0"
"2020","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","0","","","","0"
"2021","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","2","","","","0"
"2022","Barrie, Ontario","2021A003535568","Number of homicide victims","Number","223","units","0","v52154446","34.1","4","","","","0"
"1981","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1982","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1983","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1984","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1985","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1986","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1987","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1988","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1989","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1990","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1991","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1992","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1993","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1994","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1995","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1996","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1997","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1998","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"1999","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"2000","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"2001","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"2002","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"2003","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"2004","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"2005","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","","..","","","0"
"2006","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","3","","","","0"
"2007","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","3","","","","0"
"2008","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","6","","","","0"
"2009","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","3","","","","0"
"2010","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","3","","","","0"
"2011","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","2","","","","0"
"2012","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","3","","","","0"
"2013","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","3","","","","0"
"2014","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","3","","","","0"
"2015","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","3","","","","0"
"2016","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","7","","","","0"
"2017","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","6","","","","0"
"2018","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","2","","","","0"
"2019","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","1","","","","0"
"2020","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","3","","","","0"
"2021","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","4","","","","0"
"2022","Kelowna, British Columbia","2021A003559915","Number of homicide victims","Number","223","units","0","v52154447","35.1","8","","","","0"
"1981","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","1","","","","0"
"1982","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","3","","","","0"
"1983","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","2","","","","0"
"1984","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","0","","","","0"
"1985","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","2","","","","0"
"1986","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","1","","","","0"
"1987","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","2","","","","0"
"1988","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","2","","","","0"
"1989","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","0","","","","0"
"1990","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","0","","","","0"
"1991","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","3","","","","0"
"1992","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","1","","","","0"
"1993","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","4","","","","0"
"1994","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","2","","","","0"
"1995","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","4","","","","0"
"1996","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","3","","","","0"
"1997","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","3","","","","0"
"1998","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","2","","","","0"
"1999","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","0","","","","0"
"2000","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","3","","","","0"
"2001","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","1","","","","0"
"2002","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","1","","","","0"
"2003","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","2","","","","0"
"2004","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","1","","","","0"
"2005","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","2","","","","0"
"2006","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","1","","","","0"
"2007","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","1","","","","0"
"2008","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","1","","","","0"
"2009","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","0","","","","0"
"2010","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","2","","","","0"
"2011","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","4","","","","0"
"2012","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","0","","","","0"
"2013","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","3","","","","0"
"2014","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","1","","","","0"
"2015","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","2","","","","0"
"2016","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","4","","","","0"
"2017","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","3","","","","0"
"2018","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","1","","","","0"
"2019","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","4","","","","0"
"2020","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","2","","","","0"
"2021","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","4","","","","0"
"2022","St. John's, Newfoundland and Labrador","2021A003510001","Number of homicide victims","Number","223","units","0","v1489176","21.1","2","","","","0"
"1981","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","","..","","","0"
"1982","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","","..","","","0"
"1983","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","","..","","","0"
"1984","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","","..","","","0"
"1985","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","","..","","","0"
"1986","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","1","","","","0"
"1987","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","1","","","","0"
"1988","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","2","","","","0"
"1989","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","3","","","","0"
"1990","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","2","","","","0"
"1991","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","2","","","","0"
"1992","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","0","","","","0"
"1993","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","0","","","","0"
"1994","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","2","","","","0"
"1995","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","0","","","","0"
"1996","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","5","","","","0"
"1997","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","4","","","","0"
"1998","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","1","","","","0"
"1999","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","2","","","","0"
"2000","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","4","","","","0"
"2001","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","0","","","","0"
"2002","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","1","","","","0"
"2003","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","0","","","","0"
"2004","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","0","","","","0"
"2005","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","0","","","","0"
"2006","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","1","","","","0"
"2007","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","2","","","","0"
"2008","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","0","","","","0"
"2009","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","1","","","","0"
"2010","Sherbrooke, Quebec","2021A003524433","Number of homicide victims","Number","223","units","0","v1489180","23.1","1","","","","0"
